Young Age,11
Old Age,16

Event,11,12,13,14,15,16,11,12,13,14,15,16,11,12,13,14,15,16,11,12,13,14,15,16
50 Free,00:35.00,00:35.00,00:27.52,00:27.52,00:26.25,00:26.25,00:36.05,00:36.05,00:28.35,00:28.35,00:27.04,00:27.04,1,0,1,0,1,0,1,0,1,0,1,0
100 Free,01:20.00,01:20.00,01:00.47,01:00.47,00:57.28,00:57.28,01:22.40,01:22.40,01:02.28,01:02.28,00:59.00,00:59.00,1,0,1,0,1,0,1,0,1,0,1,0
200 Free,02:52.00,02:52.00,02:12.20,02:12.20,02:06.99,02:06.99,02:57.16,02:57.16,02:16.17,02:16.17,02:10.80,02:10.80,1,0,1,0,1,0,1,0,1,0,1,0
400 Free,06:20.00,06:20.00,04:41.68,04:41.68,04:37.45,04:37.45,06:31.40,06:31.40,04:50.13,04:50.13,04:45.77,04:45.77,1,0,1,0,1,0,1,0,1,0,1,0
800 Free,13:30.00,13:30.00,09:42.00,09:42.00,09:34.00,09:34.00,13:54.30,13:54.30,09:59.46,09:59.46,09:51.22,09:51.22,1,0,1,0,1,0,1,0,1,0,1,0
1500 Free,18:58.50,18:58.50,18:58.50,18:58.50,18:30.00,18:30.00,19:32.66,19:32.66,19:32.66,19:32.66,19:03.30,19:03.30,3,2,1,0,1,0,3,2,1,0,1,0
50 Back
100 Back,01:30.00,01:30.00,01:09.53,01:09.53,01:06.92,01:06.92,01:32.70,01:32.70,01:11.62,01:11.62,01:08.93,01:08.93,1,0,1,0,1,0,1,0,1,0,1,0
200 Back,03:15.00,03:15.00,02:28.88,02:28.88,02:29.34,02:29.34,03:20.85,03:20.85,02:33.35,02:33.35,02:33.82,02:33.82,1,0,1,0,1,0,1,0,1,0,1,0
50 Breast
100 Breast,01:45.00,01:45.00,01:17.83,01:17.83,01:16.81,01:16.81,01:48.15,01:48.15,01:20.16,01:20.16,01:19.11,01:19.11,1,0,1,0,1,0,1,0,1,0,1,0
200 Breast,03:35.00,03:35.00,02:50.69,02:50.69,02:49.96,02:49.96,03:41.45,03:41.45,02:55.81,02:55.81,02:55.06,02:55.06,1,0,1,0,1,0,1,0,1,0,1,0
50 Fly
100 Fly,01:40.00,01:40.00,01:09.77,01:09.77,01:05.02,01:05.02,01:43.00,01:43.00,01:11.86,01:11.86,01:06.97,01:06.97,1,0,1,0,1,0,1,0,1,0,1,0
200 Fly,03:35.00,03:35.00,02:42.12,02:42.12,02:37.46,02:37.46,03:41.45,03:41.45,02:46.98,02:46.98,02:42.18,02:42.18,1,0,1,0,1,0,1,0,1,0,1,0
100 IM
200 IM,03:30.00,03:30.00,02:29.42,02:29.42,02:24.65,02:24.65,03:36.30,03:36.30,02:33.90,02:33.90,02:28.99,02:28.99,1,0,1,0,1,0,1,0,1,0,1,0
400 IM,07:00.00,07:00.00,05:25.65,05:25.65,05:22.02,05:22.02,07:12.60,07:12.60,05:35.42,05:35.42,05:31.68,05:31.68,1,0,1,0,1,0,1,0,1,0,1,0
